MoveForward (ignored), GetBattleInfo, MoveForward, GetBattleInfo, GetBattleInfo, GetBattleInfo, MoveForward, MoveForward, MoveForward, GetBattleInfo, GetBattleInfo, MoveForward, GetBattleInfo, MoveForward, GetBattleInfo, MoveForward, GetBattleInfo, MoveForward, GetBattleInfo, MoveForward, GetBattleInfo, GetBattleInfo, GetBattleInfo, MoveForward, MoveForward
killed, MoveForward, MoveForward (ignored), MoveForward, killed, RotateLeft45, killed, killed, killed, RotateLeft45, GetBattleInfo, killed, MoveForward, killed, killed, killed, RotateLeft90, killed, GetBattleInfo, MoveForward (ignored), killed, killed, MoveForward, killed, MoveForward (ignored)
killed, RotateLeft90, MoveForward (ignored), GetBattleInfo, killed, Shoot, killed, killed, killed, MoveForward, RotateRight45, killed, MoveForward, killed, killed, killed, MoveForward, killed, MoveForward, MoveForward (ignored), killed, killed, GetBattleInfo, killed, MoveForward (ignored)
killed, GetBattleInfo, MoveForward (ignored), RotateRight45, killed, RotateRight45, killed, killed, killed, RotateRight90, MoveForward, killed, GetBattleInfo, killed, killed, killed, GetBattleInfo, killed, MoveForward, MoveForward (ignored), killed, killed, RotateRight90, killed, MoveForward (ignored)
killed, MoveForward, MoveForward (ignored), MoveForward, killed, RotateLeft45, killed, killed, killed, MoveForward, GetBattleInfo, killed, RotateLeft45, killed, killed, killed, MoveForward, killed, RotateLeft45, MoveForward (ignored), killed, killed, RotateRight90, killed, MoveForward (ignored)
killed, GetBattleInfo, MoveForward (ignored), GetBattleInfo, killed, GetBattleInfo, killed, killed, killed, RotateLeft45, RotateRight45, killed, Shoot, killed, killed, killed, RotateRight45, killed, GetBattleInfo, MoveForward (ignored), killed, killed, GetBattleInfo, killed, MoveForward (ignored)
killed, GetBattleInfo, MoveForward (ignored), GetBattleInfo, killed, GetBattleInfo, killed, killed, killed, MoveForward, GetBattleInfo, killed, GetBattleInfo, killed, killed, killed, GetBattleInfo, killed, MoveForward, MoveForward (ignored), killed, killed, MoveForward, killed, MoveForward (ignored)
killed, RotateLeft45, MoveForward (ignored) (killed), RotateRight45, killed, MoveForward, killed, killed, killed, GetBattleInfo, MoveForward, killed, RotateLeft45, killed, killed, killed, Shoot, killed, GetBattleInfo, MoveForward (ignored), killed, killed, RotateRight45, killed, MoveForward (ignored)
killed, MoveForward, killed, MoveForward, killed, RotateLeft90, killed, killed, killed, GetBattleInfo, MoveForward, killed, RotateRight45, killed, killed, killed, MoveForward, killed, MoveForward, MoveForward (ignored), killed, killed, MoveForward, killed, MoveForward (ignored)
killed, MoveForward, killed, MoveForward, killed, MoveForward, killed, killed, killed, RotateRight90, RotateLeft45, killed, MoveForward, killed, killed, killed, MoveForward, killed, RotateRight90, MoveForward (ignored), killed, killed, RotateLeft45, killed, MoveForward (ignored)
killed, RotateRight45, killed, MoveForward, killed, MoveForward, killed, killed, killed, MoveForward, Shoot, killed, Shoot, killed, killed, killed, RotateLeft45, killed, MoveForward, MoveForward (ignored), killed, killed, MoveForward, killed, MoveForward (ignored)
killed, MoveForward, killed, RotateLeft90, killed, MoveForward, killed, killed, killed, RotateLeft45, MoveForward, killed, MoveForward, killed, killed, killed, MoveForward, killed, MoveForward, MoveForward (ignored) (killed), killed, killed, MoveForward, killed, killed
Player 2 won with 9 tanks still alive
