MoveForward (ignored), GetBattleInfo, MoveForward, GetBattleInfo, GetBattleInfo, GetBattleInfo, MoveForward, MoveForward, MoveForward, GetBattleInfo, GetBattleInfo, MoveForward, GetBattleInfo, MoveForward, GetBattleInfo, MoveForward, GetBattleInfo, MoveForward, GetBattleInfo, MoveForward, GetBattleInfo, GetBattleInfo, GetBattleInfo, MoveForward, MoveForward
killed, MoveForward, MoveForward (ignored), GetBattleInfo, killed, MoveForward, killed, killed, killed, RotateLeft45, MoveForward, killed, MoveForward, killed, RotateLeft45, killed, RotateRight45, killed, MoveForward, MoveForward (ignored), RotateRight45, killed, RotateRight90, killed, MoveForward (ignored)
killed, RotateLeft90, MoveForward (ignored), MoveForward, killed, RotateRight90, killed, killed, killed, MoveForward, GetBattleInfo, killed, GetBattleInfo, killed, MoveForward, killed, MoveForward, killed, RotateRight45, MoveForward (ignored), Shoot, killed, GetBattleInfo, killed, MoveForward (ignored)
killed, GetBattleInfo, MoveForward (ignored), RotateRight45, killed, MoveForward, killed, killed, killed, RotateRight90, RotateRight90, killed, RotateLeft45, killed, MoveForward, killed, GetBattleInfo, killed, MoveForward, MoveForward (ignored), GetBattleInfo, killed, RotateRight90, killed, MoveForward (ignored)
killed, MoveForward, MoveForward (ignored), MoveForward (killed), killed, RotateLeft45 (killed), killed, killed, killed, MoveForward, MoveForward, killed, Shoot, killed, GetBattleInfo, killed, RotateRight90, killed, MoveForward, MoveForward (ignored), RotateLeft45, killed, MoveForward, killed, MoveForward (ignored) (killed)
killed, RotateLeft45, MoveForward (ignored), killed, killed, killed, killed, killed, killed, RotateLeft45, RotateRight90, killed, MoveForward, killed, RotateLeft45, killed, MoveForward, killed, GetBattleInfo, MoveForward (ignored), MoveForward, killed, RotateRight45, killed, killed
killed, MoveForward, MoveForward (ignored) (killed), killed, killed, killed, killed, killed, killed, MoveForward, GetBattleInfo, killed, MoveForward, killed, MoveForward, killed, MoveForward, killed, RotateLeft45, MoveForward (ignored), RotateRight45, killed, Shoot, killed, killed
killed, MoveForward, killed, killed, killed, killed, killed, killed, killed, GetBattleInfo, RotateLeft90, killed, GetBattleInfo, killed, RotateLeft90, killed, MoveForward, killed, MoveForward, MoveForward (ignored), Shoot, killed, GetBattleInfo, killed, killed
killed, GetBattleInfo, killed, killed, killed, killed, killed, killed, killed, RotateRight90, MoveForward, killed, MoveForward, killed, MoveForward, killed, MoveForward, killed, GetBattleInfo, MoveForward (ignored), killed, killed, RotateLeft90, killed, killed
killed, RotateRight45, killed, killed, killed, killed, killed, killed, killed, MoveForward, GetBattleInfo, killed, MoveForward, killed, MoveForward, killed, GetBattleInfo, killed, MoveForward, MoveForward (ignored), killed, killed, RotateRight90, killed, killed
killed, MoveForward, killed, killed, killed, killed, killed, killed, killed, GetBattleInfo, MoveForward, killed, MoveForward, killed, GetBattleInfo, killed, MoveForward, killed, RotateRight90, MoveForward (ignored), killed, killed, MoveForward, killed, killed
killed, MoveForward, killed, killed, killed, killed, killed, killed, killed, RotateLeft45, RotateLeft90, killed, GetBattleInfo, killed, GetBattleInfo, killed, MoveForward, killed, MoveForward, MoveForward (ignored), killed, killed, RotateLeft45, killed, killed
killed, RotateLeft45, killed, killed, killed, killed, killed, killed, killed, MoveForward, RotateRight90, killed, GetBattleInfo, killed, MoveForward, killed, RotateRight45, killed, MoveForward, MoveForward (ignored), killed, killed, GetBattleInfo, killed, killed
killed, MoveForward, killed, killed, killed, killed, killed, killed, killed, RotateRight90, RotateRight90, killed, MoveForward, killed, GetBattleInfo, killed, MoveForward, killed, MoveForward, MoveForward (ignored), killed, killed, MoveForward, killed, killed
killed, GetBattleInfo, killed, killed, killed, killed, killed, killed, killed, MoveForward, MoveForward, killed, MoveForward, killed, MoveForward, killed, RotateLeft45, killed, RotateRight90, MoveForward (ignored), killed, killed, GetBattleInfo, killed, killed
killed, MoveForward, killed, killed, killed, killed, killed, killed, killed, RotateLeft90, RotateRight90, killed, MoveForward, killed, RotateRight45, killed, MoveForward, killed, GetBattleInfo, MoveForward (ignored), killed, killed, MoveForward, killed, killed
killed, RotateRight45, killed, killed, killed, killed, killed, killed, killed, MoveForward, GetBattleInfo, killed, RotateLeft45, killed, MoveForward, killed, RotateRight90, killed, MoveForward, MoveForward (ignored), killed, killed, RotateRight90, killed, killed
killed, MoveForward, killed, killed, killed, killed, killed, killed, killed, RotateRight90, RotateLeft90, killed, MoveForward (killed), killed, MoveForward, killed, GetBattleInfo, killed, RotateRight45 (killed), MoveForward (ignored), killed, killed, MoveForward, killed, killed
killed, MoveForward, killed, killed, killed, killed, killed, killed, killed, GetBattleInfo, RotateRight90, killed, killed, killed, MoveForward, killed, GetBattleInfo, killed, killed, MoveForward (ignored), killed, killed, RotateRight45, killed, killed
killed, RotateLeft45, killed, killed, killed, killed, killed, killed, killed, MoveForward, RotateLeft90, killed, killed, killed, RotateLeft45, killed, MoveForward, killed, killed, MoveForward (ignored), killed, killed, RotateRight90, killed, killed
killed, MoveForward, killed, killed, killed, killed, killed, killed, killed, GetBattleInfo, RotateRight90, killed, killed, killed, MoveForward, killed, MoveForward, killed, killed, MoveForward (ignored), killed, killed, MoveForward, killed, killed
killed, MoveForward, killed, killed, killed, killed, killed, killed, killed, RotateLeft90, RotateLeft90, killed, killed, killed, GetBattleInfo, killed, GetBattleInfo, killed, killed, MoveForward (ignored), killed, killed, RotateLeft45, killed, killed
killed, GetBattleInfo, killed, killed, killed, killed, killed, killed, killed, GetBattleInfo, RotateRight90, killed, killed, killed, GetBattleInfo, killed, MoveForward, killed, killed, MoveForward (ignored), killed, killed, GetBattleInfo, killed, killed
killed, GetBattleInfo, killed, killed, killed, killed, killed, killed, killed, MoveForward, RotateLeft90, killed, killed, killed, MoveForward, killed, GetBattleInfo, killed, killed, MoveForward (ignored), killed, killed, MoveForward, killed, killed
killed, RotateRight45, killed, killed, killed, killed, killed, killed, killed, GetBattleInfo, GetBattleInfo, killed, killed, killed, GetBattleInfo, killed, MoveForward, killed, killed, MoveForward (ignored), killed, killed, GetBattleInfo, killed, killed
killed, GetBattleInfo, killed, killed, killed, killed, killed, killed, killed, RotateRight90, RotateRight90, killed, killed, killed, RotateRight45, killed, MoveForward, killed, killed, MoveForward (ignored), killed, killed, MoveForward, killed, killed
killed, MoveForward (killed), killed, killed, killed, killed, killed, killed, killed, MoveForward (killed), GetBattleInfo, killed, killed, killed, Shoot, killed, RotateLeft45, killed, killed, MoveForward (ignored), killed, killed, MoveForward, killed, killed
killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, RotateLeft90, killed, killed, killed, MoveForward, killed, Shoot, killed, killed, MoveForward (ignored) (killed), killed, killed, MoveForward, killed, killed
Player 2 won with 4 tanks still alive
