GetBattleInfo, MoveForward, MoveForward, GetBattleInfo, MoveForward, GetBattleInfo, GetBattleInfo, MoveForward, MoveForward, GetBattleInfo, GetBattleInfo, MoveForward, MoveForward, GetBattleInfo, GetBattleInfo, MoveForward, MoveForward, GetBattleInfo, GetBattleInfo, MoveForward, MoveForward, GetBattleInfo
killed, MoveForward (ignored), killed, RotateLeft90, killed, MoveForward, MoveForward, MoveForward, MoveForward, RotateLeft45, MoveForward, killed, killed, killed, killed, MoveForward, MoveForward, killed, MoveForward, MoveForward, MoveForward, MoveForward
killed, MoveForward (ignored), killed, RotateLeft45, killed, GetBattleInfo, Shoot, MoveForward, MoveForward, Shoot, MoveForward, killed, killed, killed, killed, MoveForward, MoveForward, killed, Shoot, MoveForward, MoveForward, RotateLeft45
killed, MoveForward (ignored), killed, MoveForward, killed, RotateRight90, RotateLeft90, MoveForward, MoveForward, MoveForward, MoveForward, killed, killed, killed, killed, MoveForward, MoveForward, killed, GetBattleInfo, MoveForward, MoveForward, Shoot
killed, MoveForward (ignored), killed, RotateLeft45, killed, RotateRight45, GetBattleInfo, MoveForward (killed), MoveForward, MoveForward, RotateLeft45, killed, killed, killed, killed, MoveForward, MoveForward (killed), killed, RotateLeft45, MoveForward, MoveForward, GetBattleInfo
killed, MoveForward (ignored), killed, RotateLeft45, killed, MoveForward, RotateLeft90, killed, MoveForward, MoveForward, MoveForward, killed, killed, killed, killed, MoveForward, killed, killed, MoveForward, MoveForward, MoveForward, RotateRight45
killed, MoveForward (ignored), killed, GetBattleInfo, killed, MoveForward, RotateLeft45, killed, MoveForward, GetBattleInfo, Shoot, killed, killed, killed, killed, MoveForward, killed, killed, MoveForward, MoveForward, MoveForward, MoveForward
killed, MoveForward (ignored), killed, RotateRight90, killed, RotateLeft45, MoveForward, killed, MoveForward, RotateRight90, RotateLeft45, killed, killed, killed, killed, MoveForward, killed, killed, MoveForward, MoveForward, MoveForward, MoveForward
killed, MoveForward (ignored), killed, RotateRight45, killed, Shoot, RotateRight90, killed, MoveForward, RotateRight45, GetBattleInfo, killed, killed, killed, killed, MoveForward, killed, killed, RotateRight45, MoveForward, MoveForward, RotateRight45
killed, MoveForward (ignored), killed, MoveForward, killed, GetBattleInfo, MoveForward (ignored), killed, MoveForward, MoveForward, RotateRight45, killed, killed, killed, killed, MoveForward, killed, killed, RotateRight45, killed, MoveForward, Shoot
killed, MoveForward (ignored), killed, MoveForward, killed, RotateRight90, RotateLeft45, killed, MoveForward, RotateRight45, MoveForward, killed, killed, killed, killed, MoveForward, killed, killed, MoveForward, killed, MoveForward, MoveForward
killed, MoveForward (ignored), killed, RotateRight45, killed, RotateRight45, RotateLeft45, killed, MoveForward, RotateRight45, MoveForward, killed, killed, killed, killed, MoveForward, killed, killed, RotateLeft45, killed, MoveForward, RotateLeft90
killed, MoveForward (ignored), killed, GetBattleInfo, killed, MoveForward, GetBattleInfo, killed, MoveForward, MoveForward, RotateLeft45, killed, killed, killed, killed, MoveForward, killed, killed, RotateLeft45, killed, MoveForward, MoveForward
killed, MoveForward (ignored), killed, RotateLeft90, killed, RotateLeft90, RotateLeft90, killed, MoveForward, RotateLeft45, RotateLeft45, killed, killed, killed, killed, MoveForward, killed, killed, MoveForward, killed, MoveForward, RotateLeft45
killed, MoveForward (ignored), killed, RotateLeft45, killed, MoveForward, RotateLeft45, killed, MoveForward, RotateLeft45, MoveForward (killed), killed, killed, killed, killed, MoveForward, killed, killed, RotateRight45, killed, MoveForward, MoveForward
killed, MoveForward (ignored), killed, MoveForward, killed, RotateRight45, MoveForward, killed, MoveForward, GetBattleInfo, killed, killed, killed, killed, killed, MoveForward, killed, killed, RotateRight45, killed, MoveForward, RotateRight45
killed, MoveForward (ignored), killed, MoveForward, killed, GetBattleInfo, MoveForward, killed, MoveForward, RotateLeft90, killed, killed, killed, killed, killed, MoveForward, killed, killed, MoveForward, killed, MoveForward, RotateRight90
killed, MoveForward (ignored), killed, RotateLeft90, killed, RotateLeft90, RotateLeft90, killed, MoveForward, RotateLeft45, killed, killed, killed, killed, killed, MoveForward, killed, killed, GetBattleInfo, killed, MoveForward, RotateRight45
killed, MoveForward (ignored), killed, GetBattleInfo, killed, RotateLeft45, MoveForward, killed, MoveForward, MoveForward, killed, killed, killed, killed, killed, MoveForward, killed, killed, RotateLeft45, killed, MoveForward, MoveForward
killed, MoveForward (ignored), killed, RotateRight45, killed, MoveForward, RotateRight45, killed, MoveForward, MoveForward, killed, killed, killed, killed, killed, MoveForward, killed, killed, MoveForward, killed, MoveForward, GetBattleInfo
killed, MoveForward (ignored), killed, MoveForward (killed), killed, MoveForward, GetBattleInfo, killed, MoveForward, MoveForward, killed, killed, killed, killed, killed, MoveForward, killed, killed, MoveForward, killed, MoveForward, RotateLeft45
killed, MoveForward (ignored), killed, killed, killed, MoveForward, RotateRight90, killed, MoveForward, MoveForward, killed, killed, killed, killed, killed, MoveForward, killed, killed, MoveForward, killed, MoveForward, MoveForward
killed, MoveForward (ignored), killed, killed, killed, MoveForward, RotateRight45, killed, MoveForward, MoveForward (killed), killed, killed, killed, killed, killed, MoveForward, killed, killed, MoveForward, killed, MoveForward, MoveForward
killed, MoveForward (ignored), killed, killed, killed, GetBattleInfo, MoveForward, killed, MoveForward, killed, killed, killed, killed, killed, killed, MoveForward, killed, killed, MoveForward (killed), killed, MoveForward (killed), MoveForward
killed, MoveForward (ignored), killed, killed, killed, RotateRight45 (killed), RotateRight45, killed, MoveForward, killed, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, killed, killed, MoveForward (ignored)
killed, MoveForward (ignored), killed, killed, killed, killed, MoveForward, killed, MoveForward, killed, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, killed, killed, MoveForward (ignored)
killed, MoveForward (ignored), killed, killed, killed, killed, MoveForward, killed, MoveForward, killed, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, killed, killed, MoveForward (ignored)
killed, MoveForward (ignored), killed, killed, killed, killed, Shoot, killed, MoveForward, killed, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, killed, killed, MoveForward (ignored)
killed, MoveForward (ignored), killed, killed, killed, killed, GetBattleInfo, killed, MoveForward, killed, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, killed, killed, RotateLeft45
killed, MoveForward (ignored), killed, killed, killed, killed, RotateLeft90, killed, MoveForward, killed, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, killed, killed, RotateLeft45
killed, MoveForward (ignored), killed, killed, killed, killed, RotateLeft45, killed, MoveForward, killed, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, killed, killed, MoveForward
killed, MoveForward (ignored), killed, killed, killed, killed, MoveForward, killed, MoveForward, killed, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, killed, killed, RotateRight45
killed, MoveForward (ignored), killed, killed, killed, killed, MoveForward, killed, MoveForward, killed, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, killed, killed, RotateRight90
killed, MoveForward (ignored), killed, killed, killed, killed, MoveForward, killed, MoveForward, killed, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, killed, killed, RotateRight45
killed, MoveForward (ignored), killed, killed, killed, killed, MoveForward, killed, MoveForward, killed, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, killed, killed, GetBattleInfo
killed, MoveForward (ignored), killed, killed, killed, killed, RotateLeft45, killed, MoveForward, killed, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, killed, killed, RotateLeft90
killed, MoveForward (ignored), killed, killed, killed, killed, GetBattleInfo, killed, MoveForward, killed, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, killed, killed, RotateLeft45
killed, MoveForward (ignored), killed, killed, killed, killed, RotateLeft90, killed, MoveForward, killed, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, killed, killed, MoveForward
killed, MoveForward (ignored), killed, killed, killed, killed, RotateLeft45, killed, MoveForward, killed, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, killed, killed, MoveForward
killed, MoveForward (ignored), killed, killed, killed, killed, MoveForward, killed, MoveForward, killed, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, killed, killed, RotateLeft45
killed, MoveForward (ignored), killed, killed, killed, killed, MoveForward, killed, MoveForward, killed, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, killed, killed, MoveForward
killed, MoveForward (ignored), killed, killed, killed, killed, MoveForward, killed, MoveForward, killed, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, killed, killed, MoveForward
killed, MoveForward (ignored), killed, killed, killed, killed, MoveForward, killed, MoveForward, killed, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, killed, killed, MoveForward
killed, MoveForward (ignored), killed, killed, killed, killed, MoveForward, killed, MoveForward, killed, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, killed, killed, Shoot
killed, MoveForward (ignored), killed, killed, killed, killed, GetBattleInfo, killed, MoveForward, killed, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, killed, killed, RotateLeft45
killed, MoveForward (ignored), killed, killed, killed, killed, RotateRight90, killed, MoveForward, killed, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, killed, killed, MoveForward
killed, MoveForward (ignored), killed, killed, killed, killed, RotateRight45, killed, MoveForward, killed, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, killed, killed, MoveForward
killed, MoveForward (ignored), killed, killed, killed, killed, MoveForward, killed, MoveForward, killed, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, killed, killed, RotateRight45
killed, MoveForward (ignored), killed, killed, killed, killed, RotateRight45, killed, MoveForward, killed, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, killed, killed, RotateRight90
killed, MoveForward (ignored), killed, killed, killed, killed, MoveForward, killed, MoveForward, killed, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, killed, killed, GetBattleInfo
killed, MoveForward (ignored), killed, killed, killed, killed, MoveForward, killed, MoveForward, killed, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, killed, killed, RotateLeft45
killed, MoveForward (ignored), killed, killed, killed, killed, MoveForward, killed, MoveForward, killed, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, killed, killed, MoveForward
killed, MoveForward (ignored), killed, killed, killed, killed, GetBattleInfo, killed, MoveForward, killed, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, killed, killed, RotateLeft45
killed, MoveForward (ignored), killed, killed, killed, killed, RotateRight90, killed, MoveForward, killed, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, killed, killed, RotateLeft45
killed, MoveForward (ignored), killed, killed, killed, killed, RotateRight45, killed, MoveForward, killed, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, killed, killed, MoveForward
killed, MoveForward (ignored), killed, killed, killed, killed, MoveForward, killed, MoveForward, killed, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, killed, killed, MoveForward
killed, MoveForward (ignored), killed, killed, killed, killed, RotateRight45, killed, MoveForward, killed, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, killed, killed, MoveForward
killed, MoveForward (ignored), killed, killed, killed, killed, RotateRight45, killed, MoveForward, killed, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, killed, killed, MoveForward
killed, MoveForward (ignored), killed, killed, killed, killed, MoveForward, killed, MoveForward, killed, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, killed, killed, RotateLeft45
killed, MoveForward (ignored), killed, killed, killed, killed, RotateLeft45, killed, MoveForward, killed, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, killed, killed, RotateLeft45
killed, MoveForward (ignored), killed, killed, killed, killed, GetBattleInfo, killed, MoveForward, killed, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, killed, killed, MoveForward
killed, MoveForward (ignored), killed, killed, killed, killed, RotateLeft90, killed, MoveForward, killed, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, killed, killed, MoveForward
killed, MoveForward (ignored), killed, killed, killed, killed, RotateLeft45, killed, MoveForward, killed, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, killed, killed, RotateRight45
killed, MoveForward (ignored), killed, killed, killed, killed, MoveForward, killed, MoveForward, killed, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, killed, killed, MoveForward
killed, MoveForward (ignored), killed, killed, killed, killed, MoveForward, killed, MoveForward, killed, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, killed, killed, GetBattleInfo
killed, MoveForward (ignored), killed, killed, killed, killed, MoveForward, killed, MoveForward, killed, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, killed, killed, RotateLeft45
killed, MoveForward (ignored), killed, killed, killed, killed, RotateLeft90, killed, MoveForward, killed, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, killed, killed, MoveForward
killed, MoveForward (ignored), killed, killed, killed, killed, MoveForward, killed, MoveForward, killed, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, killed, killed, MoveForward
killed, MoveForward (ignored), killed, killed, killed, killed, GetBattleInfo, killed, MoveForward, killed, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, killed, killed, RotateLeft45
killed, MoveForward (ignored), killed, killed, killed, killed, RotateRight90, killed, MoveForward, killed, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, killed, killed, Shoot
killed, MoveForward (ignored), killed, killed, killed, killed, RotateRight45, killed, MoveForward, killed, killed, killed, killed, killed, killed, MoveForward (killed), killed, killed, killed, killed, killed, MoveForward
killed, MoveForward (ignored), killed, killed, killed, killed, MoveForward, killed, MoveForward, killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, MoveForward
killed, MoveForward (ignored), killed, killed, killed, killed, RotateLeft45, killed, MoveForward, killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, MoveForward
killed, MoveForward (ignored), killed, killed, killed, killed, Shoot, killed, MoveForward, killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, MoveForward
killed, MoveForward (ignored), killed, killed, killed, killed, MoveForward, killed, MoveForward, killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, Shoot
killed, MoveForward (ignored), killed, killed, killed, killed, RotateLeft90, killed, MoveForward, killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, MoveForward
killed, MoveForward (ignored), killed, killed, killed, killed, GetBattleInfo, killed, MoveForward, killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, MoveForward
killed, MoveForward (ignored), killed, killed, killed, killed, RotateLeft45, killed, MoveForward, killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, MoveForward
killed, MoveForward (ignored), killed, killed, killed, killed, RotateLeft45, killed, MoveForward, killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, MoveForward
killed, MoveForward (ignored), killed, killed, killed, killed, Shoot, killed, MoveForward, killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, Shoot
killed, MoveForward (ignored), killed, killed, killed, killed, MoveForward, killed, MoveForward, killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, GetBattleInfo
killed, MoveForward (ignored), killed, killed, killed, killed, MoveForward, killed, MoveForward, killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, RotateRight45
killed, MoveForward (ignored), killed, killed, killed, killed, MoveForward, killed, MoveForward, killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, MoveForward
killed, MoveForward (ignored), killed, killed, killed, killed, MoveForward, killed, MoveForward, killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, MoveForward
killed, MoveForward (ignored), killed, killed, killed, killed, Shoot, killed, MoveForward, killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, MoveForward
killed, MoveForward (ignored), killed, killed, killed, killed, GetBattleInfo, killed, MoveForward, killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, MoveForward
killed, MoveForward (ignored), killed, killed, killed, killed, RotateLeft90, killed, MoveForward, killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, MoveForward
killed, MoveForward (ignored), killed, killed, killed, killed, RotateLeft45, killed, MoveForward, killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, RotateRight90
Tie, reached max steps = 100, player 1 has 1 tanks, player 2 has 2 tanks
