GetBattleInfo, MoveForward, MoveForward, GetBattleInfo, MoveForward, GetBattleInfo, GetBattleInfo, MoveForward, MoveForward, GetBattleInfo, GetBattleInfo, MoveForward, MoveForward, GetBattleInfo, GetBattleInfo, MoveForward, MoveForward, GetBattleInfo, GetBattleInfo, MoveForward, MoveForward, GetBattleInfo
killed, MoveForward (ignored), killed, killed, killed, killed, RotateRight45, MoveForward, MoveForward, killed, killed, killed, killed, MoveForward, killed, MoveForward, MoveForward, RotateRight45, killed, MoveForward, MoveForward, DoNothing
killed, MoveForward (ignored), killed, killed, killed, killed, MoveForward, MoveForward, MoveForward, killed, killed, killed, killed, MoveForward, killed, MoveForward, MoveForward, Shoot, killed, MoveForward, MoveForward, GetBattleInfo
killed, MoveForward (ignored), killed, killed, killed, killed, GetBattleInfo, MoveForward, MoveForward, killed, killed, killed, killed, MoveForward, killed, MoveForward, MoveForward, MoveForward, killed, MoveForward, MoveForward, MoveForward
killed, MoveForward (ignored), killed, killed, killed, killed, RotateRight45, MoveForward, MoveForward, killed, killed, killed, killed, RotateLeft90, killed, MoveForward, MoveForward, MoveForward, killed, MoveForward, MoveForward, RotateLeft90
killed, MoveForward (ignored), killed, killed, killed, killed, MoveForward, MoveForward, MoveForward, killed, killed, killed, killed, MoveForward, killed, MoveForward, MoveForward, MoveForward, killed, MoveForward, MoveForward, MoveForward
killed, MoveForward (ignored), killed, killed, killed, killed, MoveForward, MoveForward (killed), MoveForward, killed, killed, killed, killed, GetBattleInfo, killed, MoveForward, MoveForward, DoNothing, killed, MoveForward, MoveForward, MoveForward
killed, MoveForward (ignored), killed, killed, killed, killed, MoveForward, killed, MoveForward, killed, killed, killed, killed, MoveForward, killed, MoveForward, MoveForward, Shoot, killed, MoveForward, MoveForward, MoveForward
killed, MoveForward (ignored), killed, killed, killed, killed, MoveForward, killed, MoveForward, killed, killed, killed, killed, MoveForward, killed, MoveForward, MoveForward, GetBattleInfo, killed, MoveForward, MoveForward, RotateLeft90
killed, MoveForward (ignored), killed, killed, killed, killed, MoveForward, killed, MoveForward, killed, killed, killed, killed, RotateLeft45, killed, MoveForward, MoveForward, RotateLeft90, killed, MoveForward, MoveForward, Shoot
killed, MoveForward (ignored), killed, killed, killed, killed, RotateLeft45, killed, MoveForward, killed, killed, killed, killed, Shoot, killed, MoveForward, MoveForward, RotateRight90 (killed), killed, MoveForward, MoveForward, GetBattleInfo
killed, MoveForward (ignored), killed, killed, killed, killed, GetBattleInfo, killed, MoveForward, killed, killed, killed, killed, DoNothing, killed, MoveForward, MoveForward, killed, killed, MoveForward, MoveForward, MoveForward
killed, killed, killed, killed, killed, killed, MoveForward, killed, MoveForward, killed, killed, killed, killed, DoNothing, killed, MoveForward, MoveForward, killed, killed, MoveForward, MoveForward, MoveForward
killed, killed, killed, killed, killed, killed, MoveForward, killed, MoveForward, killed, killed, killed, killed, DoNothing, killed, MoveForward, MoveForward, killed, killed, MoveForward, MoveForward, RotateLeft90
killed, killed, killed, killed, killed, killed, MoveForward, killed, MoveForward, killed, killed, killed, killed, GetBattleInfo, killed, MoveForward, MoveForward, killed, killed, MoveForward, MoveForward, Shoot
killed, killed, killed, killed, killed, killed, RotateRight45, killed, MoveForward, killed, killed, killed, killed, RotateLeft90 (killed), killed, MoveForward, MoveForward (killed), killed, killed, MoveForward, MoveForward, MoveForward
killed, killed, killed, killed, killed, killed, MoveForward, killed, MoveForward, killed, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, MoveForward, MoveForward, MoveForward
killed, killed, killed, killed, killed, killed, MoveForward, killed, MoveForward, killed, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, MoveForward, MoveForward, GetBattleInfo
killed, killed, killed, killed, killed, killed, GetBattleInfo, killed, MoveForward, killed, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, MoveForward, MoveForward, RotateLeft90
killed, killed, killed, killed, killed, killed, RotateLeft90, killed, MoveForward, killed, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, MoveForward, MoveForward, RotateLeft45
killed, killed, killed, killed, killed, killed, MoveForward, killed, MoveForward, killed, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, MoveForward, MoveForward, MoveForward
killed, killed, killed, killed, killed, killed, MoveForward, killed, MoveForward, killed, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, MoveForward, MoveForward, MoveForward
killed, killed, killed, killed, killed, killed, RotateLeft45, killed, MoveForward, killed, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, MoveForward, MoveForward, GetBattleInfo
killed, killed, killed, killed, killed, killed, GetBattleInfo, killed, MoveForward, killed, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, MoveForward, MoveForward, RotateLeft90
killed, killed, killed, killed, killed, killed, RotateLeft90 (killed), killed, MoveForward, killed, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, MoveForward, MoveForward, Shoot
killed, killed, killed, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, MoveForward, MoveForward, DoNothing
killed, killed, killed, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, MoveForward, MoveForward, DoNothing
killed, killed, killed, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, MoveForward, MoveForward, GetBattleInfo
killed, killed, killed, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, MoveForward, MoveForward, DoNothing
killed, killed, killed, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, MoveForward, MoveForward, Shoot
killed, killed, killed, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, MoveForward, MoveForward, DoNothing
killed, killed, killed, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, MoveForward, MoveForward, DoNothing
killed, killed, killed, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, MoveForward, MoveForward (killed), GetBattleInfo
killed, killed, killed, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, MoveForward, killed, DoNothing
killed, killed, killed, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, MoveForward, killed, Shoot
killed, killed, killed, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, MoveForward, killed, DoNothing
killed, killed, killed, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, MoveForward, killed, DoNothing
killed, killed, killed, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, MoveForward, killed, GetBattleInfo
killed, killed, killed, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, MoveForward, killed, DoNothing
killed, killed, killed, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, MoveForward, killed, Shoot
killed, killed, killed, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, MoveForward, killed, DoNothing
killed, killed, killed, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, MoveForward, killed, GetBattleInfo
killed, killed, killed, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, MoveForward, killed, DoNothing
killed, killed, killed, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, MoveForward, killed, DoNothing
killed, killed, killed, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, MoveForward, killed, Shoot
killed, killed, killed, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, MoveForward, killed, GetBattleInfo
killed, killed, killed, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, MoveForward, killed, DoNothing
killed, killed, killed, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, MoveForward, killed, DoNothing
killed, killed, killed, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, MoveForward, killed, DoNothing
killed, killed, killed, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, MoveForward, killed, GetBattleInfo
killed, killed, killed, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, MoveForward, killed, Shoot
killed, killed, killed, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, MoveForward, killed, DoNothing
killed, killed, killed, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, MoveForward, killed, DoNothing
killed, killed, killed, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, MoveForward, killed, GetBattleInfo
killed, killed, killed, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, MoveForward, killed, DoNothing
killed, killed, killed, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, MoveForward, killed, Shoot
killed, killed, killed, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, MoveForward, killed, DoNothing
killed, killed, killed, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, MoveForward, killed, GetBattleInfo
killed, killed, killed, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, MoveForward, killed, DoNothing
killed, killed, killed, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, MoveForward, killed, DoNothing
killed, killed, killed, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, MoveForward, killed, Shoot
killed, killed, killed, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, MoveForward, killed, GetBattleInfo
killed, killed, killed, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, MoveForward, killed, DoNothing
killed, killed, killed, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, MoveForward, killed, DoNothing (killed)
Player 2 won with 3 tanks still alive
