GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo, GetBattleInfo
killed, killed, MoveForward, killed, killed, killed, GetBattleInfo, GetBattleInfo, RotateLeft45, killed, killed, killed, MoveForward, killed, killed, killed, MoveForward, Shoot, killed, killed, MoveForward, killed
killed, killed, Shoot, killed, killed, killed, MoveForward, RotateRight90, Shoot, killed, killed, killed, MoveForward, killed, killed, killed, MoveForward, GetBattleInfo, killed, killed, GetBattleInfo, killed
killed, killed, GetBattleInfo, killed, killed, killed, GetBattleInfo, RotateRight90, MoveForward, killed, killed, killed, MoveForward, killed, killed, killed, MoveForward, MoveForward, killed, killed, RotateLeft90, killed
killed, killed, RotateLeft90, killed, killed, killed, RotateRight45, MoveForward, MoveForward (killed), killed, killed, killed, MoveForward, killed, killed, killed, GetBattleInfo, GetBattleInfo, killed, killed, MoveForward, killed
killed, killed, MoveForward, killed, killed, killed, GetBattleInfo, MoveForward, killed, killed, killed, killed, GetBattleInfo, killed, killed, killed, MoveForward, MoveForward, killed, killed, RotateLeft90, killed
killed, killed, RotateLeft90, killed, killed, killed, MoveForward, MoveForward, killed, killed, killed, killed, RotateRight90, killed, killed, killed, MoveForward, GetBattleInfo, killed, killed, Shoot, killed
killed, killed, MoveForward, killed, killed, killed, GetBattleInfo, GetBattleInfo, killed, killed, killed, killed, RotateRight90, killed, killed, killed, MoveForward, RotateRight90, killed, killed, RotateLeft90, killed
killed, killed, MoveForward, killed, killed, killed, RotateRight45, MoveForward, killed, killed, killed, killed, MoveForward, killed, killed, killed, MoveForward (killed), GetBattleInfo (killed), killed, killed, GetBattleInfo, killed
killed, killed, GetBattleInfo, killed, killed, killed, GetBattleInfo, MoveForward, killed, killed, killed, killed, GetBattleInfo, killed, killed, killed, killed, killed, killed, killed, MoveForward, killed
killed, killed, GetBattleInfo, killed, killed, killed, GetBattleInfo, GetBattleInfo, killed, killed, killed, killed, MoveForward, killed, killed, killed, killed, killed, killed, killed, MoveForward, killed
killed, killed, RotateRight90, killed, killed, killed, RotateLeft90, MoveForward (killed), killed, killed, killed, killed, GetBattleInfo, killed, killed, killed, killed, killed, killed, killed, GetBattleInfo, killed
killed, killed, GetBattleInfo, killed, killed, killed, Shoot, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, killed, killed, killed, killed, MoveForward, killed
killed, killed, GetBattleInfo, killed, killed, killed, GetBattleInfo, killed, killed, killed, killed, killed, GetBattleInfo, killed, killed, killed, killed, killed, killed, killed, Shoot, killed
killed, killed, GetBattleInfo, killed, killed, killed, MoveForward, killed, killed, killed, killed, killed, GetBattleInfo, killed, killed, killed, killed, killed, killed, killed, GetBattleInfo, killed
killed, killed, GetBattleInfo, killed, killed, killed, MoveForward, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, killed, killed, killed, killed, MoveForward, killed
killed, killed, MoveForward, killed, killed, killed, GetBattleInfo, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, killed, killed, killed, killed, GetBattleInfo, killed
killed, killed, MoveForward, killed, killed, killed, MoveForward, killed, killed, killed, killed, killed, GetBattleInfo, killed, killed, killed, killed, killed, killed, killed, MoveForward, killed
killed, killed, GetBattleInfo, killed, killed, killed, MoveForward, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, killed, killed, killed, killed, Shoot, killed
killed, killed, MoveForward, killed, killed, killed, GetBattleInfo, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, killed, killed, killed, killed, GetBattleInfo, killed
killed, killed, MoveForward, killed, killed, killed, MoveForward, killed, killed, killed, killed, killed, GetBattleInfo, killed, killed, killed, killed, killed, killed, killed, MoveForward, killed
killed, killed, GetBattleInfo, killed, killed, killed, MoveForward, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, killed, killed, killed, killed, MoveForward, killed
killed, killed, Shoot, killed, killed, killed, GetBattleInfo, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, killed, killed, killed, killed, GetBattleInfo, killed
killed, killed, MoveForward, killed, killed, killed, RotateRight45, killed, killed, killed, killed, killed, GetBattleInfo, killed, killed, killed, killed, killed, killed, killed, MoveForward, killed
killed, killed, GetBattleInfo, killed, killed, killed, Shoot, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, killed, killed, killed, killed, MoveForward, killed
killed, killed, RotateLeft45, killed, killed, killed, GetBattleInfo, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, killed, killed, killed, killed, GetBattleInfo, killed
killed, killed, MoveForward, killed, killed, killed, MoveForward, killed, killed, killed, killed, killed, GetBattleInfo, killed, killed, killed, killed, killed, killed, killed, Shoot, killed
killed, killed, GetBattleInfo, killed, killed, killed, MoveForward, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, killed, killed, killed, killed, RotateLeft90, killed
killed, killed, RotateRight45 (killed), killed, killed, killed, GetBattleInfo, killed, killed, killed, killed, killed, MoveForward (killed), killed, killed, killed, killed, killed, killed, killed, GetBattleInfo, killed
killed, killed, killed, killed, killed, killed, Shoot, killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, RotateRight90, killed
killed, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, GetBattleInfo, killed
killed, killed, killed, killed, killed, killed, GetBattleInfo, killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, GetBattleInfo, killed
killed, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, MoveForward, killed
killed, killed, killed, killed, killed, killed, MoveForward, killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, MoveForward, killed
killed, killed, killed, killed, killed, killed, GetBattleInfo, killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, killed, GetBattleInfo (killed), killed
Player 1 won with 1 tanks still alive
